delta,alpha,Re,Cl,Cd,Cm,Cl_alpha
2.45,-13.2,0.8,-0.897943,0.02678,-0.077,3.0719
2.45,-13.2,1,-0.911892,0.0248,-0.0781,3.30213
2.45,-13.2,1.2,-0.918236,0.02343,-0.0793,3.42484
2.45,-13.2,1.4,-0.923538,0.02251,-0.0812,3.88246
2.45,-13.2,1.6,-0.928999,0.02145,-0.0798,3.8512
2.45,-13.2,1.8,-0.929347,0.02069,-0.0805,4.20862
2.45,-13.2,2,-0.92872,0.02007,-0.0817,4.48885
2.45,-13.2,2.2,-0.930307,0.01954,-0.0832,4.48038
2.45,-13.2,2.4,-0.930248,0.01899,-0.0816,4.5042
2.45,-13.2,2.6,-0.927102,0.01852,-0.0801,4.62474
2.45,-13.2,3.2,-0.918857,0.01744,-0.082,5.09244
2.45,-13,0.2,-0.87362,0.03961,-0.05965,2.33565
2.45,-13,0.4,-0.859964,0.03319,-0.0694,2.78108
2.45,-13,0.6,-0.877235,0.02892,-0.0747,2.83681
2.45,-13,0.8,-0.887099,0.0262,-0.0771,3.14757
2.45,-13,1,-0.900185,0.02427,-0.0777,3.41156
2.45,-13,1.2,-0.90602,0.02299,-0.0795,3.57905
2.45,-13,1.4,-0.909705,0.02179,-0.0784,4.04557
2.45,-13,1.6,-0.915069,0.02101,-0.0793,4.12774
2.45,-13,1.8,-0.914298,0.02029,-0.0803,4.41415
2.45,-13,2,-0.912663,0.01968,-0.0816,4.70899
2.45,-13,2.2,-0.914252,0.019,-0.0783,4.71626
2.45,-13,2.4,-0.91451,0.01851,-0.0783,4.75077
2.45,-13,2.6,-0.910557,0.01808,-0.0791,4.85284
2.45,-13,3.2,-0.900694,0.01704,-0.0822,5.30949
2.45,-12.8,0.2,-0.865436,0.03883,-0.0586,2.50191
2.45,-12.8,0.4,-0.850244,0.03249,-0.0697,2.79289
2.45,-12.8,0.6,-0.867171,0.02844,-0.0752,2.93494
2.45,-12.8,0.8,-0.875926,0.02551,-0.0762,3.25981
2.45,-12.8,1,-0.888035,0.02382,-0.0777,3.55503
2.45,-12.8,1.2,-0.893219,0.02232,-0.0772,3.75941
2.45,-12.8,1.4,-0.895279,0.0213,-0.0778,4.22199
2.45,-12.8,1.6,-0.900197,0.02054,-0.0789,4.39139
2.45,-12.8,1.8,-0.898532,0.01991,-0.0801,4.61842
2.45,-12.8,2,-0.895857,0.01911,-0.0767,4.91806
2.45,-12.8,2.2,-0.897396,0.01857,-0.0772,4.93947
2.45,-12.8,2.4,-0.897527,0.01809,-0.0781,4.97805
2.45,-12.8,2.6,-0.893238,0.01767,-0.0792,5.06771
2.45,-12.8,3.2,-0.881819,0.01665,-0.0825,5.50165
2.45,-12.6,0.2,-0.856241,0.038365,-0.0582,2.6304
2.45,-12.6,0.4,-0.840431,0.03183,-0.0704,2.83445
2.45,-12.6,0.6,-0.856712,0.02765,-0.0742,3.06176
2.45,-12.6,0.8,-0.864307,0.02492,-0.0756,3.40205
2.45,-12.6,1,-0.875335,0.02328,-0.0767,3.72529
2.45,-12.6,1.2,-0.879752,0.02184,-0.0766,3.95936
2.45,-12.6,1.4,-0.880219,0.02087,-0.0775,4.40754
2.45,-12.6,1.6,-0.884427,0.01999,-0.0761,4.64162
2.45,-12.6,1.8,-0.882059,0.01931,-0.0756,4.81941
2.45,-12.6,2,-0.878342,0.0187,-0.0763,5.11566
2.45,-12.6,2.2,-0.879784,0.01817,-0.0772,5.14962
2.45,-12.6,2.4,-0.879773,0.0177,-0.0783,5.19185
2.45,-12.6,2.6,-0.875193,0.01729,-0.0795,5.26917
2.45,-12.6,3.2,-0.862312,0.01626,-0.083,5.67129
2.45,-12.4,0.2,-0.847045,0.0379,-0.0578,2.75889
2.45,-12.4,0.4,-0.830424,0.03125,-0.0707,2.90335
2.45,-12.4,0.6,-0.845768,0.02707,-0.0743,3.21259
2.45,-12.4,0.8,-0.852147,0.02444,-0.0756,3.56841
2.45,-12.4,1,-0.862004,0.02263,-0.0753,3.91595
2.45,-12.4,1.2,-0.865561,0.02142,-0.0762,4.17315
2.45,-12.4,1.4,-0.864502,0.02028,-0.0744,4.59863
2.45,-12.4,1.6,-0.867808,0.01948,-0.0745,4.87812
2.45,-12.4,1.8,-0.864892,0.01885,-0.0754,5.01545
2.45,-12.4,2,-0.860157,0.01831,-0.0764,5.30158
2.45,-12.4,2.2,-0.86146,0.0178,-0.0775,5.34655
2.45,-12.4,2.4,-0.861297,0.01734,-0.0787,5.39197
2.45,-12.4,2.6,-0.856468,0.01692,-0.08,5.45719
2.45,-12.4,3.2,-0.842249,0.0159,-0.0836,5.82068
2.45,-12.2,0.2,-0.83721,0.03764,-0.0581,2.87571
2.45,-12.2,0.4,-0.820133,0.03051,-0.0704,2.99723
2.45,-12.2,0.6,-0.834261,0.02629,-0.0731,3.38318
2.45,-12.2,0.8,-0.839373,0.02378,-0.074,3.75367
2.45,-12.2,1,-0.84798,0.02213,-0.0748,4.12144
2.45,-12.2,1.2,-0.850607,0.02084,-0.0735,4.39583
2.45,-12.2,1.4,-0.848112,0.01981,-0.0734,4.7922
2.45,-12.2,1.6,-0.850388,0.01904,-0.0744,5.10076
2.45,-12.2,1.8,-0.847052,0.01842,-0.0755,5.2052
2.45,-12.2,2,-0.841344,0.0179,-0.0767,5.47576
2.45,-12.2,2.2,-0.842473,0.01744,-0.0779,5.53024
2.45,-12.2,2.4,-0.842146,0.01699,-0.0792,5.57841
2.45,-12.2,2.6,-0.83711,0.01658,-0.0805,5.63192
2.45,-12.2,3.2,-0.821104,0.0157,-0.08055,5.9296
2.45,-12,0.2,-0.826766,0.03708,-0.0584,2.99278
2.45,-12,0.4,-0.809473,0.02989,-0.0707,3.11375
2.45,-12,0.6,-0.82213,0.02572,-0.0729,3.5697
2.45,-12,0.8,-0.825925,0.02326,-0.0733,3.95324
2.45,-12,1,-0.833219,0.02153,-0.0725,4.3369
2.45,-12,1.2,-0.834867,0.02036,-0.0725,4.62313
2.45,-12,1.4,-0.831046,0.0194,-0.0735,4.98563
2.45,-12,1.6,-0.832214,0.01864,-0.0746,5.30956
2.45,-12,1.8,-0.828562,0.01803,-0.0758,5.38761
2.45,-12,2,-0.821943,0.01751,-0.0771,5.63831
2.45,-12,2.2,-0.822867,0.01702,-0.0753,5.70087
2.45,-12,2.4,-0.822368,0.01662,-0.0757,5.75133
2.45,-12,2.6,-0.817165,0.01624,-0.0763,5.79366
2.45,-12,3.2,-0.799959,0.0155,-0.0775,6.03853
2.45,-11.8,0.2,-0.816323,0.03652,-0.0587,3.10984
2.45,-11.8,0.4,-0.798371,0.02909,-0.0698,3.25062
2.45,-11.8,0.6,-0.809325,0.02509,-0.0718,3.76872
2.45,-11.8,0.8,-0.811762,0.02281,-0.073,4.16305
2.45,-11.8,1,-0.817696,0.021,-0.0712,4.55817
2.45,-11.8,1.2,-0.818331,0.01988,-0.0724,4.85141
2.45,-11.8,1.4,-0.813308,0.01902,-0.0737,5.17674
2.45,-11.8,1.6,-0.813336,0.01827,-0.075,5.50471
2.45,-11.8,1.8,-0.809449,0.01756,-0.0732,5.56188
2.45,-11.8,2,-0.801994,0.01714,-0.0774,5.78947
2.45,-11.8,2.2,-0.802173,0.0167133,-0.0730333,5.84651
2.45,-11.8,2.4,-0.802009,0.01626,-0.0754,5.91103
2.45,-11.8,2.6,-0.796678,0.01592,-0.0763,5.94279
2.45,-11.8,3.2,-0.778814,0.0153,-0.07445,6.14745
2.45,-11.6,0.2,-0.805253,0.03593,-0.0596,3.23393
2.45,-11.6,0.4,-0.786759,0.02859,-0.0701,3.40556
2.45,-11.6,0.6,-0.795809,0.02452,-0.0709,3.97717
2.45,-11.6,0.8,-0.796854,0.02215,-0.0702,4.37955
2.45,-11.6,1,-0.801395,0.02054,-0.0712,4.78167
2.45,-11.6,1.2,-0.800609,0.01937,-0.07115,5.07532
2.45,-11.6,1.4,-0.79491,0.01851,-0.0713,5.36372
2.45,-11.6,1.6,-0.7938,0.01777,-0.072,5.6865
2.45,-11.6,1.8,-0.789743,0.01718,-0.0729,5.72745
2.45,-11.6,2,-0.781079,0.0168133,-0.0741667,5.91911
2.45,-11.6,2.2,-0.781479,0.0164067,-0.0707667,5.99215
2.45,-11.6,2.4,-0.78087,0.01603,-0.0722,6.05178
2.45,-11.6,2.6,-0.775462,0.01573,-0.073,6.07403
2.45,-11.6,3.2,-0.757669,0.0151,-0.0714,6.25637
2.45,-11.4,0.2,-0.793736,0.03527,-0.0599,3.36593
2.45,-11.4,0.4,-0.774577,0.02783,-0.0687,3.57639
2.45,-11.4,0.6,-0.781552,0.02404,-0.0706,4.19229
2.45,-11.4,0.8,-0.781183,0.02162,-0.0697,4.59964
2.45,-11.4,1,-0.784314,0.01998,-0.0692,5.00438
2.45,-11.4,1.2,-0.782888,0.01886,-0.0699,5.29922
2.45,-11.4,1.4,-0.775869,0.01805,-0.071,5.54509
2.45,-11.4,1.6,-0.773652,0.01741,-0.0721,5.8553
2.45,-11.4,1.8,-0.769209,0.016875,-0.0701,5.8793
2.45,-11.4,2,-0.760164,0.0164867,-0.0709333,6.04874
2.45,-11.4,2.2,-0.760785,0.0161,-0.0685,6.13779
2.45,-11.4,2.4,-0.759731,0.0158,-0.069,6.19253
2.45,-11.4,2.6,-0.754246,0.01554,-0.0697,6.20528
2.45,-11.4,3.2,-0.735448,0.0147433,-0.0727667,6.32499
2.45,-11.2,0.2,-0.781743,0.03465,-0.0598,3.50738
2.45,-11.2,0.4,-0.761775,0.02732,-0.0688,3.76095
2.45,-11.2,0.6,-0.766536,0.02334,-0.068,4.41164
2.45,-11.2,0.8,-0.764741,0.02113,-0.0698,4.82067
2.45,-11.2,1,-0.766461,0.01952,-0.0687,5.22375
2.45,-11.2,1.2,-0.763644,0.01842,-0.06855,5.50997
2.45,-11.2,1.4,-0.756206,0.0176,-0.0686,5.71971
2.45,-11.2,1.6,-0.752936,0.01703,-0.072,6.0116
2.45,-11.2,1.8,-0.748676,0.01657,-0.0673,6.03115
2.45,-11.2,2,-0.739249,0.01616,-0.0677,6.17837
2.45,-11.2,2.2,-0.739143,0.01581,-0.0685,6.2601
2.45,-11.2,2.4,-0.737897,0.01549,-0.0694,6.31543
2.45,-11.2,2.6,-0.732382,0.0152,-0.0703,6.31983
2.45,-11.2,3.2,-0.713228,0.0143867,-0.0741333,6.39361
2.45,-11,0.2,-0.769238,0.03404,-0.0594,3.65926
2.45,-11,0.4,-0.748307,0.02657,-0.067,3.95719
2.45,-11,0.6,-0.75075,0.02286,-0.0678,4.63306
2.45,-11,0.8,-0.746773,0.0205733,-0.0676,5.03651
2.45,-11,1,-0.747852,0.01902,-0.0664,5.43771
2.45,-11,1.2,-0.744401,0.01798,-0.0672,5.72071
2.45,-11,1.4,-0.735663,0.017275,-0.06705,5.88251
2.45,-11,1.6,-0.731697,0.01674,-0.0663,6.15593
2.45,-11,1.8,-0.72738,0.01629,-0.0671,6.16903
2.45,-11,2,-0.717488,0.01586,-0.068,6.28811
2.45,-11,2.2,-0.717094,0.01549,-0.069,6.37173
2.45,-11,2.4,-0.715654,0.01516,-0.0701,6.42727
2.45,-11,2.6,-0.710137,0.01486,-0.0713,6.42414
2.45,-11,3.2,-0.691007,0.01403,-0.0755,6.46223
2.45,-10.8,0.2,-0.756184,0.0335,-0.0592,3.82205
2.45,-10.8,0.4,-0.734137,0.02592,-0.0656,4.16308
2.45,-10.8,0.6,-0.734191,0.02215,-0.0655,4.85464
2.45,-10.8,0.8,-0.728805,0.0200167,-0.0654,5.25235
2.45,-10.8,1,-0.728507,0.0186,-0.0645,5.64456
2.45,-10.8,1.2,-0.724086,0.01764,-0.065,5.91766
2.45,-10.8,1.4,-0.715119,0.01695,-0.0655,6.04532
2.45,-10.8,1.6,-0.709973,0.01641,-0.0664,6.28889
2.45,-10.8,1.8,-0.705619,0.01596,-0.0675,6.29765
2.45,-10.8,2,-0.69536,0.01555,-0.0687,6.38886
2.45,-10.8,2.2,-0.694503,0.015175,-0.0699,6.46873
2.45,-10.8,2.4,-0.693039,0.01483,-0.0711,6.52876
2.45,-10.8,2.6,-0.687545,0.01452,-0.0725,6.51892
2.45,-10.8,3.2,-0.668354,0.01352,-0.0784,6.51572
2.45,-10.6,0.2,-0.742542,0.03285,-0.0585,3.99575
2.45,-10.6,0.4,-0.719234,0.02526,-0.0645,4.37671
2.45,-10.6,0.6,-0.71686,0.0215,-0.0635,5.0747
2.45,-10.6,0.8,-0.710837,0.01946,-0.0632,5.4682
2.45,-10.6,1,-0.708455,0.01819,-0.0639,5.84297
2.45,-10.6,1.2,-0.703101,0.01732,-0.0646,6.10402
2.45,-10.6,1.4,-0.693753,0.01662,-0.0657,6.19522
2.45,-10.6,1.6,-0.687804,0.01606,-0.0669,6.4111
2.45,-10.6,1.8,-0.683424,0.0156,-0.0682,6.41721
2.45,-10.6,2,-0.672895,0.01522,-0.0694,6.48122
2.45,-10.6,2.2,-0.671912,0.01486,-0.0708,6.56572
2.45,-10.6,2.4,-0.670086,0.01449,-0.0725,6.62063
2.45,-10.6,2.6,-0.664637,0.01412,-0.0744,6.60489
2.45,-10.6,3.2,-0.645525,0.01285,-0.0836,6.56367
2.45,-10.4,0.2,-0.728276,0.03214,-0.0577,4.18002
2.45,-10.4,0.4,-0.703575,0.02451,-0.0626,4.59624
2.45,-10.4,0.6,-0.698766,0.02097,-0.0631,5.29179
2.45,-10.4,0.8,-0.691037,0.01907,-0.0627,5.66973
2.45,-10.4,1,-0.687727,0.01782,-0.0635,6.03192
2.45,-10.4,1.2,-0.681485,0.01698,-0.0648,6.27912
2.45,-10.4,1.4,-0.671879,0.01628,-0.0662,6.33609
2.45,-10.4,1.6,-0.665227,0.01573,-0.0674,6.52322
2.45,-10.4,1.8,-0.660828,0.01527,-0.0688,6.52797
2.45,-10.4,2,-0.650122,0.01486,-0.0704,6.56585
2.45,-10.4,2.2,-0.648845,0.01447,-0.0723,6.6495
2.45,-10.4,2.4,-0.646828,0.01406,-0.0746,6.70361
2.45,-10.4,2.6,-0.641443,0.01364,-0.0773,6.68278
2.45,-10.4,3.2,-0.622536,0.01204,-0.0902,6.60716
2.45,-10.2,0.2,-0.713349,0.03149,-0.0575,4.37416
2.45,-10.2,0.4,-0.687142,0.02386,-0.0612,4.8199
2.45,-10.2,0.6,-0.679922,0.02047,-0.0613,5.50465
2.45,-10.2,0.8,-0.671237,0.01868,-0.0622,5.87126
2.45,-10.2,1,-0.666356,0.01745,-0.0637,6.21066
2.45,-10.2,1.2,-0.659278,0.0166,-0.0652,6.44255
2.45,-10.2,1.4,-0.649529,0.01598,-0.0664,6.46784
2.45,-10.2,1.6,-0.642275,0.01541,-0.0681,6.62592
2.45,-10.2,1.8,-0.63786,0.01492,-0.07,6.63028
2.45,-10.2,2,-0.626697,0.014305,-0.073975,6.63435
2.45,-10.2,2.2,-0.625499,0.014,-0.0747,6.72545
2.45,-10.2,2.4,-0.623295,0.01353,-0.0778,6.77848
2.45,-10.2,2.6,-0.617991,0.01294,-0.0825,6.75333
2.45,-10.2,3.2,-0.599402,0.01193,-0.0884,6.64713
2.45,-10,0.2,-0.697728,0.03078,-0.0571,4.57722
2.45,-10,0.4,-0.669923,0.02327,-0.0604,5.04602
2.45,-10,0.6,-0.660343,0.02003,-0.0607,5.7122
2.45,-10,0.8,-0.650409,0.01826,-0.0624,6.06091
2.45,-10,1,-0.644381,0.0171,-0.0639,6.3787
2.45,-10,1.2,-0.636521,0.01627,-0.0653,6.5941
2.45,-10,1.4,-0.626736,0.01562,-0.0672,6.5905
2.45,-10,1.6,-0.618979,0.01506,-0.0692,6.71989
2.45,-10,1.8,-0.61455,0.01452,-0.0717,6.72454
2.45,-10,2,-0.603273,0.01375,-0.07755,6.70284
2.45,-10,2.2,-0.6019,0.01345,-0.0782,6.79429
2.45,-10,2.4,-0.599514,0.01276,-0.0839,6.84598
2.45,-10,2.6,-0.594304,0.01214,-0.0889,6.81727
2.45,-10,3.2,-0.576134,0.01184,-0.0872,6.68445
2.45,-9.8,0.2,-0.681385,0.03005,-0.0564,4.78804
2.45,-9.8,0.4,-0.651913,0.0227,-0.0589,5.27301
2.45,-9.8,0.6,-0.64005,0.0196,-0.0606,5.91351
2.45,-9.8,0.8,-0.628934,0.01785,-0.0626,6.24169
2.45,-9.8,1,-0.621837,0.01678,-0.064,6.53573
2.45,-9.8,1.2,-0.613256,0.01592,-0.066,6.73377
2.45,-9.8,1.4,-0.603529,0.01523,-0.0683,6.70419
2.45,-9.8,1.6,-0.59537,0.01466,-0.0708,6.8058
2.45,-9.8,1.8,-0.590923,0.01408,-0.074,6.81121
2.45,-9.8,2,-0.579848,0.013195,-0.081125,6.77133
2.45,-9.8,2.2,-0.578073,0.01267,-0.0846,6.85673
2.45,-9.8,2.4,-0.575509,0.01213,-0.0884,6.90685
2.45,-9.8,2.6,-0.570404,0.01199,-0.0878,6.8753
2.45,-9.8,3.2,-0.552738,0.01171,-0.0867,6.71986
2.45,-9.6,0.2,-0.664294,0.0294,-0.0561,5.00525
2.45,-9.6,0.4,-0.633111,0.0222,-0.0585,5.49938
2.45,-9.6,0.6,-0.619067,0.01918,-0.061,6.10782
2.45,-9.6,0.8,-0.606845,0.0175,-0.0624,6.4131
2.45,-9.6,1,-0.598766,0.01641,-0.0646,6.68166
2.45,-9.6,1.2,-0.589524,0.01556,-0.067,6.8617
2.45,-9.6,1.4,-0.579942,0.01486,-0.0696,6.80916
2.45,-9.6,1.6,-0.571475,0.01418,-0.0732,6.88433
2.45,-9.6,1.8,-0.567007,0.01345,-0.0781,6.89076
2.45,-9.6,2,-0.556424,0.01264,-0.0847,6.83983
2.45,-9.6,2.2,-0.554038,0.01216,-0.0879,6.91348
2.45,-9.6,2.4,-0.551302,0.01202,-0.0873,6.96183
2.45,-9.6,2.6,-0.546311,0.0119,-0.0868,6.92812
2.45,-9.6,3.2,-0.529222,0.01158,-0.0866,6.75405
2.45,-9.4,0.2,-0.646436,0.02874,-0.0556,5.22739
2.45,-9.4,0.4,-0.613522,0.0217,-0.0582,5.72372
2.45,-9.4,0.6,-0.597419,0.01875,-0.0606,6.29449
2.45,-9.4,0.8,-0.584174,0.01712,-0.0629,6.57482
2.45,-9.4,1,-0.575204,0.01603,-0.0653,6.81654
2.45,-9.4,1.2,-0.565366,0.01522,-0.0681,6.97818
2.45,-9.4,1.4,-0.556002,0.01441,-0.0719,6.90573
2.45,-9.4,1.6,-0.547317,0.01359,-0.0771,6.95613
2.45,-9.4,1.8,-0.542824,0.01269,-0.0842,6.9637
2.45,-9.4,2,-0.53245,0.01219,-0.0874,6.89531
2.45,-9.4,2.2,-0.529814,0.01203,-0.0869,6.96522
2.45,-9.4,2.4,-0.526912,0.01191,-0.0865,7.01162
2.45,-9.4,2.6,-0.522042,0.0118,-0.0863,6.97638
2.45,-9.4,3.2,-0.505587,0.01146,-0.0867,6.78759
2.45,-9.2,0.2,-0.627796,0.02804,-0.0546,5.45287
2.45,-9.2,0.4,-0.593156,0.02114,-0.0585,5.94474
2.45,-9.2,0.6,-0.575133,0.01833,-0.0607,6.47299
2.45,-9.2,0.8,-0.560955,0.01677,-0.0634,6.72667
2.45,-9.2,1,-0.55119,0.01567,-0.0662,6.94053
2.45,-9.2,1.2,-0.54082,0.01474,-0.0702,7.0836
2.45,-9.2,1.4,-0.53174,0.01386,-0.0753,6.99426
2.45,-9.2,1.6,-0.522919,0.01289,-0.0828,7.02184
2.45,-9.2,1.8,-0.518398,0.01228,-0.0869,7.03053
2.45,-9.2,2,-0.50829,0.01207,-0.0867,6.94677
2.45,-9.2,2.2,-0.505417,0.01191,-0.0864,7.01258
2.45,-9.2,2.4,-0.502357,0.01179,-0.0862,7.05688
2.45,-9.2,2.6,-0.497611,0.01168,-0.0862,7.02071
2.45,-9.2,3.2,-0.481836,0.01135,-0.0869,6.82098
2.45,-9,0.2,-0.608366,0.02734,-0.0539,5.68005
2.45,-9,0.4,-0.572026,0.02068,-0.0581,6.16121
2.45,-9,0.6,-0.552238,0.01791,-0.0613,6.64292
2.45,-9,0.8,-0.537224,0.01643,-0.0639,6.86855
2.45,-9,1,-0.526762,0.01523,-0.0679,7.05393
2.45,-9,1.2,-0.515925,0.01422,-0.0729,7.17844
2.45,-9,1.4,-0.507182,0.01315,-0.0806,7.07518
2.45,-9,1.6,-0.498301,0.0124,-0.0862,7.08206
2.45,-9,1.8,-0.493748,0.01214,-0.0866,7.09178
2.45,-9,2,-0.483957,0.01196,-0.0863,6.99474
2.45,-9,2.2,-0.480861,0.01181,-0.086,7.05618
2.45,-9,2.4,-0.477651,0.01168,-0.086,7.09827
2.45,-9,2.6,-0.473032,0.01156,-0.0862,7.0617
2.45,-9,3.2,-0.457967,0.01125,-0.0871,6.85464
2.45,-8.8,0.2,-0.588142,0.02671,-0.054,5.90725
2.45,-8.8,0.4,-0.550149,0.02023,-0.0583,6.372
2.45,-8.8,0.6,-0.528767,0.01759,-0.0612,6.80396
2.45,-8.8,0.8,-0.513016,0.01598,-0.0651,7.00051
2.45,-8.8,1,-0.501956,0.0148,-0.0699,7.15711
2.45,-8.8,1.2,-0.490717,0.01359,-0.0775,7.26326
2.45,-8.8,1.4,-0.482354,0.01262,-0.0848,7.14895
2.45,-8.8,1.6,-0.473482,0.01221,-0.0863,7.13739
2.45,-8.8,1.8,-0.468894,0.01201,-0.0861,7.14796
2.45,-8.8,2,-0.459461,0.01186,-0.0859,7.03974
2.45,-8.8,2.2,-0.456159,0.01171,-0.0858,7.09659
2.45,-8.8,2.4,-0.452806,0.01158,-0.086,7.13637
2.45,-8.8,2.6,-0.448315,0.01145,-0.0862,7.0999
2.45,-8.8,3.2,-0.43398,0.01114,-0.0875,6.88893
2.45,-8.6,0.2,-0.567127,0.02612,-0.0534,6.13279
2.45,-8.6,0.4,-0.527548,0.01978,-0.0588,6.5761
2.45,-8.6,0.6,-0.504748,0.0172,-0.0619,6.95589
2.45,-8.6,0.8,-0.488363,0.01557,-0.0665,7.12264
2.45,-8.6,1,-0.476807,0.0142,-0.0735,7.25052
2.45,-8.6,1.2,-0.465229,0.01302,-0.0819,7.33867
2.45,-8.6,1.4,-0.457281,0.01238,-0.0858,7.21604
2.45,-8.6,1.6,-0.448478,0.01209,-0.086,7.18836
2.45,-8.6,1.8,-0.443851,0.0119,-0.0858,7.19956
2.45,-8.6,2,-0.434813,0.01176,-0.0856,7.08222
2.45,-8.6,2.2,-0.431321,0.01162,-0.0857,7.13435
2.45,-8.6,2.4,-0.427832,0.01149,-0.086,7.17175
2.45,-8.6,2.6,-0.423468,0.01136,-0.0864,7.13581
2.45,-8.6,3.2,-0.409872,0.01103,-0.0879,6.92411
2.45,-8.4,0.2,-0.545331,0.02556,-0.0539,6.35501
2.45,-8.4,0.4,-0.504248,0.01936,-0.0583,6.77256
2.45,-8.4,0.6,-0.480216,0.01677,-0.0627,7.09854
2.45,-8.4,0.8,-0.463301,0.01508,-0.0688,7.23514
2.45,-8.4,1,-0.451349,0.01362,-0.0775,7.33465
2.45,-8.4,1.2,-0.439493,0.01263,-0.0845,7.40529
2.45,-8.4,1.4,-0.431984,0.01222,-0.0858,7.27695
2.45,-8.4,1.6,-0.423303,0.01199,-0.0856,7.23549
2.45,-8.4,1.8,-0.418636,0.01181,-0.0855,7.24706
2.45,-8.4,2,-0.41002,0.01165,-0.0856,7.12263
2.45,-8.4,2.2,-0.406354,0.01151,-0.0858,7.16995
2.45,-8.4,2.4,-0.40274,0.01139,-0.0862,7.20491
2.45,-8.4,2.6,-0.3985,0.01127,-0.0867,7.16991
2.45,-8.4,3.2,-0.38564,0.01094,-0.0884,6.96041
2.45,-8.2,0.2,-0.522767,0.02498,-0.0535,6.57228
2.45,-8.2,0.4,-0.480277,0.01889,-0.0589,6.96054
2.45,-8.2,0.6,-0.455202,0.01634,-0.0638,7.23184
2.45,-8.2,0.8,-0.437863,0.01454,-0.0718,7.33826
2.45,-8.2,1,-0.425612,0.01314,-0.0812,7.41005
2.45,-8.2,1.2,-0.41354,0.01241,-0.0852,7.46381
2.45,-8.2,1.4,-0.406485,0.01209,-0.0856,7.33217
2.45,-8.2,1.6,-0.397969,0.0119,-0.0853,7.27927
2.45,-8.2,1.8,-0.393262,0.01173,-0.0853,7.29094
2.45,-8.2,2,-0.38509,0.01156,-0.0856,7.16134
2.45,-8.2,2.2,-0.381267,0.01142,-0.086,7.20383
2.45,-8.2,2.4,-0.377535,0.01129,-0.0865,7.23634
2.45,-8.2,2.6,-0.373414,0.01117,-0.0871,7.2026
2.45,-8.2,3.2,-0.361211,0.010855,-0.08895,6.99865
2.45,-8,0.2,-0.499455,0.02438,-0.0539,6.78304
2.45,-8,0.4,-0.455665,0.0185,-0.0591,7.13927
2.45,-8,0.6,-0.429739,0.01589,-0.0656,7.35575
2.45,-8,0.8,-0.412081,0.014,-0.0752,7.43227
2.45,-8,1,-0.399626,0.01279,-0.0834,7.47729
2.45,-8,1.2,-0.387395,0.01228,-0.0853,7.51488
2.45,-8,1.4,-0.380802,0.012,-0.0852,7.38221
2.45,-8,1.6,-0.372487,0.0118,-0.0852,7.32011
2.45,-8,1.8,-0.36774,0.01164,-0.0853,7.33163
2.45,-8,2,-0.360026,0.01148,-0.0857,7.19872
2.45,-8,2.2,-0.356064,0.01134,-0.0863,7.23638
2.45,-8,2.4,-0.352222,0.0112,-0.0869,7.26644
2.45,-8,2.6,-0.348217,0.01108,-0.0875,7.23427
2.45,-8,3.2,-0.336783,0.01077,-0.0895,7.03689
2.45,-7.8,0.2,-0.475421,0.02384,-0.054,6.98579
2.45,-7.8,0.4,-0.430447,0.0181,-0.0596,7.30809
2.45,-7.8,0.6,-0.40386,0.01538,-0.0678,7.47031
2.45,-7.8,0.8,-0.385986,0.01355,-0.0786,7.51753
2.45,-7.8,1,-0.373419,0.01256,-0.0845,7.53693
2.45,-7.8,1.2,-0.361084,0.01217,-0.0851,7.5592
2.45,-7.8,1.4,-0.354952,0.01193,-0.085,7.42754
2.45,-7.8,1.6,-0.346868,0.01172,-0.0851,7.35843
2.45,-7.8,1.8,-0.34208,0.01155,-0.0855,7.36953
2.45,-7.8,2,-0.334834,0.0114,-0.086,7.23505
2.45,-7.8,2.2,-0.330749,0.01126,-0.0866,7.26798
2.45,-7.8,2.4,-0.326806,0.01112,-0.0873,7.2956
2.45,-7.8,2.6,-0.32291,0.011,-0.088,7.26524
2.45,-7.8,3.2,-0.31215,0.01068,-0.0901,7.07723
2.45,-7.6,0.2,-0.450696,0.02334,-0.054,7.17913
2.45,-7.6,0.4,-0.404657,0.01759,-0.0607,7.46643
2.45,-7.6,0.6,-0.377598,0.01486,-0.0707,7.57558
2.45,-7.6,0.8,-0.359609,0.01315,-0.0813,7.59437
2.45,-7.6,1,-0.347017,0.01242,-0.0848,7.58956
2.45,-7.6,1.2,-0.334629,0.01207,-0.085,7.59742
2.45,-7.6,1.4,-0.328953,0.01184,-0.0849,7.46864
2.45,-7.6,1.6,-0.321118,0.01165,-0.0851,7.39459
2.45,-7.6,1.8,-0.316293,0.01147,-0.0857,7.40503
2.45,-7.6,2,-0.309517,0.01131,-0.0863,7.27062
2.45,-7.6,2.2,-0.305324,0.01117,-0.087,7.29892
2.45,-7.6,2.4,-0.30129,0.01105,-0.0878,7.32414
2.45,-7.6,2.6,-0.297497,0.01093,-0.0885,7.29579
2.45,-7.6,3.2,-0.287373,0.01061,-0.0909,7.11896
2.45,-7.4,0.2,-0.425314,0.02272,-0.0547,7.36176
2.45,-7.4,0.4,-0.378334,0.01715,-0.0617,7.61377
2.45,-7.4,0.6,-0.350983,0.01439,-0.0738,7.67168
2.45,-7.4,0.8,-0.332977,0.01287,-0.0831,7.66319
2.45,-7.4,1,-0.320442,0.0123,-0.0848,7.63577
