alpha,Re,Cl,Cd,Cm,Cl_alpha
-9.4,1.2,-0.88389,0.01398,-0.0202,6.35461
-9.4,1.5,-0.886106,0.01281,-0.0215,6.34085
-9.4,1.75,-0.887251,0.01218,-0.0216,6.26235
-9.4,2,-0.887848,0.01177,-0.0212,6.17568
-9.4,2.2,-0.888633,0.01153,-0.0207,6.12214
-9.4,2.5,-0.890427,0.01111,-0.0196,6.06452
-9.2,0.2,-0.852579,0.03547,-0.0213,2.71593
-9.2,0.25,-0.864081,0.03008,-0.0182,4.44412
-9.2,0.35,-0.859386,0.02435,-0.0153,6.13518
-9.2,0.45,-0.84598,0.0213,-0.013,6.04359
-9.2,0.55,-0.850419,0.01959,-0.0116,6.17762
-9.2,0.65,-0.852413,0.01791,-0.0143,6.27747
-9.2,0.8,-0.857751,0.01612,-0.017,6.43
-9.2,0.92,-0.86032,0.01511,-0.0184,6.46364
-9.2,0.95,-0.860657,0.01493,-0.0187,6.46927
-9.2,1,-0.861125,0.01469,-0.0193,6.45825
-9.2,1.2,-0.861571,0.01371,-0.0211,6.4309
-9.2,1.5,-0.863886,0.01258,-0.0217,6.38843
-9.2,1.75,-0.865329,0.01195,-0.0214,6.29663
-9.2,2,-0.86625,0.01152,-0.0208,6.19819
-9.2,2.2,-0.867235,0.01128,-0.0201,6.13754
-9.2,2.5,-0.869228,0.010945,-0.01905,6.07333
-9,0.2,-0.841974,0.03411,-0.0189,3.35055
-9,0.25,-0.8477,0.02889,-0.0159,4.93134
-9,0.35,-0.837538,0.02378,-0.0132,6.37436
-9,0.45,-0.824602,0.02092,-0.0109,6.20011
-9,0.55,-0.828573,0.01884,-0.0126,6.33393
-9,0.65,-0.830259,0.01747,-0.0152,6.4114
-9,0.8,-0.835098,0.01576,-0.0178,6.54505
-9,0.92,-0.837576,0.01476,-0.0193,6.56374
-9,0.95,-0.837902,0.01456,-0.0196,6.56506
-9,1,-0.838419,0.01426,-0.0202,6.54765
-9,1.2,-0.839012,0.01346,-0.0217,6.49162
-9,1.5,-0.841519,0.01235,-0.0219,6.42533
-9,1.75,-0.843301,0.01174,-0.0213,6.32372
-9,2,-0.844581,0.0113,-0.0203,6.2168
-9,2.2,-0.845787,0.01104,-0.0195,6.15108
-9,2.5,-0.848028,0.01078,-0.0185,6.08213
-8.8,0.2,-0.829258,0.03274,-0.0165,3.92478
-8.8,0.25,-0.829726,0.02784,-0.0135,5.35688
-8.8,0.35,-0.814941,0.02296,-0.0114,6.565
-8.8,0.45,-0.80273,0.02047,-0.0101,6.32705
-8.8,0.55,-0.806233,0.01826,-0.0136,6.46095
-8.8,0.65,-0.807683,0.01707,-0.0164,6.51902
-8.8,0.8,-0.812086,0.0154,-0.0187,6.63561
-8.8,0.92,-0.814522,0.01444,-0.0203,6.64189
-8.8,0.95,-0.814849,0.01423,-0.0207,6.63951
-8.8,1,-0.815437,0.01392,-0.0212,6.61718
-8.8,1.2,-0.816268,0.01311,-0.022,6.53758
-8.8,1.5,-0.819041,0.01213,-0.0219,6.45223
-8.8,1.75,-0.821189,0.01154,-0.0209,6.34409
-8.8,2,-0.822853,0.01111,-0.0197,6.23184
-8.8,2.2,-0.824294,0.01084,-0.0189,6.16298
-8.8,2.5,-0.826781,0.01055,-0.0179,6.09152
-8.6,0.2,-0.814643,0.03139,-0.0141,4.43935
-8.6,0.25,-0.810371,0.02685,-0.0117,5.72316
-8.6,0.35,-0.791758,0.02245,-0.0095,6.71094
-8.6,0.45,-0.780464,0.01992,-0.0113,6.42612
-8.6,0.55,-0.7835,0.01782,-0.0147,6.56012
-8.6,0.65,-0.784776,0.01653,-0.0171,6.60162
-8.6,0.8,-0.788799,0.01505,-0.0198,6.70295
-8.6,0.92,-0.791231,0.01413,-0.0211,6.69923
-8.6,0.95,-0.791573,0.01394,-0.0213,6.69376
-8.6,1,-0.792245,0.01364,-0.0216,6.6679
-8.6,1.2,-0.793388,0.01274,-0.0221,6.56968
-8.6,1.5,-0.796485,0.01193,-0.0216,6.46986
-8.6,1.75,-0.799018,0.01136,-0.0204,6.35828
-8.6,2,-0.801078,0.01093,-0.0192,6.2436
-8.6,2.2,-0.802763,0.01067,-0.0184,6.17343
-8.6,2.5,-0.805501,0.01036,-0.0174,6.10135
-8.4,0.2,-0.798334,0.03012,-0.0117,4.89567
-8.4,0.25,-0.789836,0.02615,-0.0101,6.03307
-8.4,0.35,-0.768137,0.02203,-0.0075,6.81608
-8.4,0.45,-0.757897,0.01937,-0.0125,6.49923
-8.4,0.55,-0.760466,0.0174,-0.0158,6.63307
-8.4,0.65,-0.761623,0.01598,-0.018,6.66073
-8.4,0.8,-0.765316,0.01472,-0.0207,6.74854
-8.4,0.92,-0.767775,0.01383,-0.0217,6.73709
-8.4,0.95,-0.76814,0.01364,-0.0219,6.72913
-8.4,1,-0.768907,0.01335,-0.0223,6.70101
-8.4,1.2,-0.770418,0.01246,-0.0222,6.58888
-8.4,1.5,-0.773883,0.01174,-0.0213,6.47896
-8.4,1.75,-0.776807,0.01117,-0.0199,6.36678
-8.4,2,-0.779268,0.01076,-0.0187,6.25237
-8.4,2.2,-0.781197,0.0105,-0.0179,6.18255
-8.4,2.5,-0.784185,0.0102,-0.0169,6.11162
-8.2,0.2,-0.78053,0.02902,-0.0094,5.29571
-8.2,0.25,-0.768314,0.02564,-0.0083,6.28984
-8.2,0.35,-0.744216,0.02149,-0.0085,6.88429
-8.2,0.45,-0.735118,0.01888,-0.0137,6.54838
-8.2,0.55,-0.73722,0.01699,-0.0169,6.68164
-8.2,0.65,-0.738301,0.0156,-0.0193,6.69798
-8.2,0.8,-0.741709,0.01442,-0.0215,6.77395
-8.2,0.92,-0.744218,0.01353,-0.0225,6.75691
-8.2,0.95,-0.744615,0.01336,-0.0224,6.747
-8.2,1,-0.745482,0.01309,-0.0224,6.71783
-8.2,1.2,-0.747402,0.01222,-0.0221,6.59623
-8.2,1.5,-0.751262,0.01146,-0.0207,6.48028
-8.2,1.75,-0.754575,0.01101,-0.0194,6.3701
-8.2,2,-0.757431,0.0106,-0.0182,6.25843
-8.2,2.2,-0.759602,0.01035,-0.0174,6.19049
-8.2,2.5,-0.762833,0.01005,-0.0165,6.12228
-8,0.2,-0.761425,0.02829,-0.0079,5.6419
-8,0.25,-0.745982,0.02517,-0.0065,6.49699
-8,0.35,-0.720114,0.02092,-0.0098,6.91945
-8,0.45,-0.712206,0.01818,-0.0147,6.57568
-8,0.55,-0.713845,0.01657,-0.0181,6.70777
-8,0.65,-0.714885,0.01525,-0.0201,6.71516
-8,0.8,-0.718046,0.0139,-0.0222,6.78088
-8,0.92,-0.720622,0.01328,-0.0226,6.76021
-8,0.95,-0.721056,0.0131,-0.0227,6.74886
-8,1,-0.722025,0.01283,-0.0228,6.71972
-8,1.2,-0.72438,0.012,-0.0219,6.59278
-8,1.5,-0.72865,0.01122,-0.0201,6.47461
-8,1.75,-0.73234,0.01085,-0.0189,6.36877
-8,2,-0.735578,0.01045,-0.0177,6.26202
-8,2.2,-0.73797,0.01021,-0.017,6.19681
-8,2.5,-0.741443,0.00991,-0.0161,6.13325
-7.8,0.2,-0.741202,0.02774,-0.0063,5.93705
-7.8,0.25,-0.723009,0.02469,-0.0048,6.65825
-7.8,0.35,-0.695943,0.02036,-0.0112,6.92534
-7.8,0.45,-0.689234,0.01769,-0.0159,6.58328
-7.8,0.55,-0.690415,0.01618,-0.019,6.71352
-7.8,0.65,-0.691442,0.0149,-0.0212,6.71411
-7.8,0.8,-0.694389,0.01357,-0.0224,6.77108
-7.8,0.92,-0.697041,0.01297,-0.0228,6.74856
-7.8,0.95,-0.697516,0.01287,-0.0228,6.73627
-7.8,1,-0.698585,0.0126,-0.0226,6.70812
-7.8,1.2,-0.701387,0.0118,-0.0215,6.57964
-7.8,1.5,-0.706068,0.01102,-0.0195,6.4627
-7.8,1.75,-0.710118,0.01063,-0.0183,6.36327
-7.8,2,-0.713717,0.01032,-0.0173,6.26339
-7.8,2.2,-0.716337,0.01007,-0.0166,6.20313
-7.8,2.5,-0.720015,0.00978,-0.0157,6.14443
-7.6,0.2,-0.720033,0.02716,-0.0046,6.18426
-7.6,0.25,-0.699548,0.02405,-0.0042,6.7775
-7.6,0.35,-0.671796,0.01987,-0.0125,6.90569
-7.6,0.45,-0.666267,0.0173,-0.0172,6.57336
-7.6,0.55,-0.666997,0.01569,-0.0201,6.70099
-7.6,0.65,-0.668031,0.01456,-0.022,6.69675
-7.6,0.8,-0.670793,0.01329,-0.023,6.74635
-7.6,0.92,-0.673524,0.0126,-0.0227,6.72358
-7.6,0.95,-0.674043,0.01248,-0.0226,6.7108
-7.6,1,-0.675207,0.01233,-0.0223,6.68449
-7.6,1.2,-0.678456,0.0116,-0.021,6.55791
-7.6,1.5,-0.683538,0.01084,-0.019,6.44532
-7.6,1.75,-0.687921,0.01043,-0.0177,6.3541
-7.6,2,-0.691854,0.01017,-0.0169,6.26277
-7.6,2.2,-0.694676,0.00995,-0.0162,6.208
-7.6,2.5,-0.698547,0.00966,-0.0154,6.15572
-7.4,0.2,-0.698079,0.02646,-0.0029,6.38688
-7.4,0.25,-0.675738,0.02324,-0.0057,6.85867
-7.4,0.35,-0.647757,0.01914,-0.0138,6.86408
-7.4,0.45,-0.643361,0.01691,-0.0183,6.5481
-7.4,0.55,-0.643652,0.01523,-0.0214,6.67231
-7.4,0.65,-0.644706,0.01428,-0.0227,6.66499
-7.4,0.8,-0.647306,0.01303,-0.0229,6.70851
-7.4,0.92,-0.650115,0.01235,-0.0224,6.68691
-7.4,0.95,-0.650679,0.01221,-0.0222,6.67403
-7.4,1,-0.651931,0.01201,-0.0219,6.6503
-7.4,1.2,-0.655613,0.01142,-0.0205,6.52869
-7.4,1.5,-0.661077,0.01068,-0.0185,6.42321
-7.4,1.75,-0.665761,0.01027,-0.0173,6.34175
-7.4,2,-0.669996,0.00998,-0.0164,6.26038
-7.4,2.2,-0.672998,0.00981,-0.0159,6.21196
-7.4,2.5,-0.67704,0.00956,-0.0151,6.167
-7.2,0.2,-0.675492,0.02568,-0.0012,6.5484
-7.2,0.25,-0.651705,0.02234,-0.0073,6.90573
-7.2,0.35,-0.623897,0.01866,-0.0152,6.80396
-7.2,0.45,-0.620568,0.01651,-0.0198,6.50964
-7.2,0.55,-0.620432,0.01492,-0.022,6.62963
-7.2,0.65,-0.621515,0.01385,-0.023,6.62076
-7.2,0.8,-0.623972,0.0128,-0.0229,6.65936
-7.2,0.92,-0.626852,0.01213,-0.022,6.64016
-7.2,0.95,-0.627461,0.01199,-0.0218,6.62756
-7.2,1,-0.62879,0.01178,-0.0214,6.60701
-7.2,1.2,-0.632884,0.01124,-0.02,6.49308
-7.2,1.5,-0.6387,0.01053,-0.018,6.39712
-7.2,1.75,-0.64365,0.01013,-0.0169,6.32667
-7.2,2,-0.64815,0.00983,-0.016,6.25641
-7.2,2.2,-0.651309,0.00965,-0.0155,6.21507
-7.2,2.5,-0.655493,0.00946,-0.0149,6.17814
-7,0.2,-0.652407,0.02469,-0.0022,6.67239
-7,0.25,-0.627562,0.0217,-0.0088,6.92265
-7,0.35,-0.600275,0.01818,-0.0165,6.72864
-7,0.45,-0.597928,0.01605,-0.0207,6.46009
-7,0.55,-0.597382,0.01458,-0.0231,6.57506
-7,0.65,-0.598497,0.01352,-0.0233,6.56596
-7,0.8,-0.600826,0.01258,-0.0228,6.60069
-7,0.92,-0.603768,0.01193,-0.0216,6.58494
-7,0.95,-0.604419,0.0118,-0.0213,6.57293
-7,1,-0.605814,0.01159,-0.0209,6.55607
-7,1.2,-0.610289,0.01098,-0.0193,6.45214
-7,1.5,-0.61642,0.0104,-0.0176,6.36774
-7,1.75,-0.621596,0.01,-0.0165,6.30931
-7,2,-0.62632,0.00971,-0.0157,6.25108
-7,2.2,-0.62961,0.00952,-0.0151,6.21738
-7,2.5,-0.633909,0.00931,-0.0145,6.18901
-6.8,0.2,-0.628949,0.02373,-0.0039,6.76251
-6.8,0.25,-0.603407,0.02109,-0.0105,6.9133
-6.8,0.35,-0.576937,0.01767,-0.018,6.64123
-6.8,0.45,-0.575478,0.01551,-0.0218,6.40149
-6.8,0.55,-0.574541,0.01427,-0.0232,6.51064
-6.8,0.65,-0.575686,0.01326,-0.0232,6.50245
-6.8,0.8,-0.577899,0.01229,-0.0223,6.53424
-6.8,0.92,-0.580888,0.01175,-0.0212,6.52281
-6.8,0.95,-0.581581,0.01162,-0.0209,6.51167
-6.8,1,-0.583027,0.01142,-0.0204,6.49888
-6.8,1.2,-0.587845,0.0108,-0.0188,6.4069
-6.8,1.5,-0.594248,0.01027,-0.0172,6.33576
-6.8,1.75,-0.599605,0.00988,-0.0162,6.29011
-6.8,2,-0.604511,0.00959,-0.0153,6.24457
-6.8,2.2,-0.607904,0.00941,-0.0148,6.21891
-6.8,2.5,-0.612286,0.00919,-0.0142,6.19949
-6.6,0.2,-0.605231,0.02304,-0.0058,6.82239
-6.6,0.25,-0.579324,0.02046,-0.0119,6.88149
-6.6,0.35,-0.553921,0.01723,-0.019,6.54468
-6.6,0.45,-0.553246,0.01515,-0.0225,6.33579
-6.6,0.55,-0.551939,0.01397,-0.0235,6.4384
-6.6,0.65,-0.553109,0.013,-0.0231,6.43203
-6.6,0.8,-0.555216,0.01202,-0.0217,6.46168
-6.6,0.92,-0.558236,0.01159,-0.0207,6.45527
-6.6,0.95,-0.558965,0.01146,-0.0204,6.44524
-6.6,1,-0.560449,0.01126,-0.0199,6.43681
-6.6,1.2,-0.565564,0.01065,-0.0183,6.35837
-6.6,1.5,-0.572191,0.01009,-0.0167,6.30182
-6.6,1.75,-0.577684,0.00978,-0.0158,6.26948
-6.6,2,-0.582726,0.00949,-0.015,6.23706
-6.6,2.2,-0.586195,0.00931,-0.0145,6.21971
-6.6,2.5,-0.590629,0.00909,-0.014,6.20948
-6.4,0.2,-0.581351,0.02243,-0.0076,6.85561
-6.4,0.25,-0.555387,0.01982,-0.0135,6.83086
-6.4,0.35,-0.531254,0.01659,-0.0206,6.44173
-6.4,0.45,-0.531252,0.01478,-0.0233,6.26485
-6.4,0.55,-0.529599,0.01351,-0.0236,6.36023
-6.4,0.65,-0.530788,0.01275,-0.0229,6.35643
-6.4,0.8,-0.532793,0.01181,-0.0212,6.38464
-6.4,0.92,-0.535827,0.01131,-0.02,6.38376
-6.4,0.95,-0.536589,0.01122,-0.0197,6.37505
-6.4,1,-0.538094,0.01111,-0.0194,6.37115
-6.4,1.2,-0.543458,0.01052,-0.0179,6.30748
-6.4,1.5,-0.550255,0.00995,-0.0163,6.26654
-6.4,1.75,-0.555837,0.00966,-0.0155,6.2478
-6.4,2,-0.560969,0.0094,-0.0148,6.22872
-6.4,2.2,-0.564483,0.00922,-0.0143,6.21982
-6.4,2.5,-0.568937,0.009,-0.0137,6.21885
-6.2,0.2,-0.557396,0.0218,-0.0092,6.8657
-6.2,0.25,-0.531653,0.01926,-0.015,6.76492
-6.2,0.35,-0.508953,0.0162,-0.0215,6.33494
-6.2,0.45,-0.509513,0.01446,-0.0235,6.19044
-6.2,0.55,-0.507541,0.01324,-0.0233,6.27797
-6.2,0.65,-0.508737,0.01249,-0.0224,6.27728
-6.2,0.8,-0.510646,0.01162,-0.0206,6.30464
-6.2,0.92,-0.513672,0.01111,-0.0194,6.30966
-6.2,0.95,-0.514462,0.01101,-0.0191,6.30242
-6.2,1,-0.515973,0.01086,-0.0187,6.30314
-6.2,1.2,-0.521531,0.0104,-0.0175,6.25514
-6.2,1.5,-0.528443,0.00983,-0.016,6.23049
-6.2,1.75,-0.534067,0.00952,-0.0151,6.22546
-6.2,2,-0.539242,0.00931,-0.0145,6.21972
-6.2,2.2,-0.542773,0.00915,-0.0141,6.21927
-6.2,2.5,-0.547214,0.00893,-0.0135,6.22753
-6,0.2,-0.533442,0.02105,-0.0111,6.85606
-6,0.25,-0.508172,0.01876,-0.0167,6.687
-6,0.35,-0.487029,0.01581,-0.0227,6.22663
-6,0.45,-0.488037,0.01406,-0.0236,6.11418
-6,0.55,-0.485774,0.01298,-0.023,6.19334
-6,0.65,-0.486967,0.01219,-0.0218,6.19614
-6,0.8,-0.48878,0.01144,-0.0201,6.22312
-6,0.92,-0.491779,0.01095,-0.0189,6.23425
-6,0.95,-0.492591,0.01085,-0.0186,6.22861
-6,1,-0.494091,0.01069,-0.0183,6.23394
-6,1.2,-0.499789,0.01026,-0.017,6.20219
-6,1.5,-0.506758,0.00973,-0.0157,6.19423
-6,1.75,-0.512375,0.00942,-0.0148,6.20278
-6,2,-0.517548,0.00919,-0.0142,6.21021
-6,2.2,-0.521065,0.00906,-0.0138,6.21811
-6,2.5,-0.525461,0.00888,-0.0133,6.23543
-5.8,0.2,-0.509551,0.02044,-0.0126,6.82996
-5.8,0.25,-0.48498,0.01826,-0.018,6.60022
-5.8,0.35,-0.465483,0.01541,-0.0231,6.11895
-5.8,0.45,-0.466828,0.01373,-0.0238,6.03762
-5.8,0.55,-0.464304,0.01276,-0.0226,6.10792
-5.8,0.65,-0.465481,0.01198,-0.0212,6.11445
-5.8,0.8,-0.4672,0.01128,-0.0196,6.14143
-5.8,0.92,-0.470149,0.01081,-0.0184,6.15873
-5.8,0.95,-0.470978,0.01071,-0.0182,6.15479
-5.8,1,-0.472452,0.01056,-0.0178,6.16464
-5.8,1.2,-0.478232,0.01009,-0.0166,6.14941
-5.8,1.5,-0.485199,0.00964,-0.0154,6.15825
-5.8,1.75,-0.490763,0.00934,-0.0145,6.18009
-5.8,2,-0.495887,0.00912,-0.0139,6.20035
-5.8,2.2,-0.499363,0.00898,-0.0135,6.21637
-5.8,2.5,-0.503683,0.00884,-0.013,6.24247
-5.6,0.2,-0.485775,0.01982,-0.0146,6.79051
-5.6,0.25,-0.462101,0.01759,-0.0197,6.5075
-5.6,0.35,-0.444308,0.01497,-0.0235,6.0138
-5.6,0.45,-0.445885,0.01347,-0.0235,5.96214
-5.6,0.55,-0.443131,0.01247,-0.0221,6.02322
-5.6,0.65,-0.444279,0.01179,-0.0207,6.03353
-5.6,0.8,-0.445904,0.01104,-0.019,6.06079
-5.6,0.92,-0.448781,0.01069,-0.018,6.08422
-5.6,0.95,-0.449621,0.01059,-0.0177,6.08204
-5.6,1,-0.451053,0.01044,-0.0174,6.09624
-5.6,1.2,-0.456857,0.00997,-0.0162,6.09752
-5.6,1.5,-0.463764,0.00955,-0.015,6.123
-5.6,1.75,-0.46923,0.00928,-0.0142,6.1577
-5.6,2,-0.474261,0.00907,-0.0136,6.19029
-5.6,2.2,-0.477668,0.00894,-0.0132,6.21411
-5.6,2.5,-0.481882,0.00879,-0.0127,6.24862
-5.4,0.2,-0.462157,0.01916,-0.0159,6.74065
-5.4,0.25,-0.439553,0.01711,-0.0208,6.41152
-5.4,0.35,-0.423493,0.0146,-0.024,5.9129
-5.4,0.45,-0.425202,0.01323,-0.0231,5.88901
-5.4,0.55,-0.422251,0.01223,-0.0215,5.94057
-5.4,0.65,-0.423356,0.01164,-0.0202,5.95462
-5.4,0.8,-0.424886,0.01089,-0.0185,5.98234
-5.4,0.92,-0.427671,0.0105,-0.0175,6.01173
-5.4,0.95,-0.428515,0.01043,-0.0173,6.01133
-5.4,1,-0.42989,0.01033,-0.017,6.02967
-5.4,1.2,-0.435661,0.00988,-0.0158,6.04719
-5.4,1.5,-0.442451,0.00945,-0.0146,6.08892
-5.4,1.75,-0.447774,0.00924,-0.0139,6.13588
-5.4,2,-0.452671,0.00904,-0.0133,6.18014
-5.4,2.2,-0.455981,0.00891,-0.013,6.21138
-5.4,2.5,-0.460061,0.00874,-0.0125,6.25383
-5.2,0.2,-0.438726,0.01863,-0.0181,6.68311
-5.2,0.25,-0.417341,0.01668,-0.0222,6.31474
-5.2,0.35,-0.403021,0.01429,-0.0238,5.81775
-5.2,0.45,-0.404768,0.01288,-0.0225,5.81937
-5.2,0.55,-0.401655,0.01204,-0.021,5.86121
-5.2,0.65,-0.402704,0.01139,-0.0195,5.87881
-5.2,0.8,-0.404136,0.01076,-0.018,5.9071
-5.2,0.92,-0.406808,0.01037,-0.017,5.94217
-5.2,0.95,-0.407651,0.01028,-0.0168,5.94355
-5.2,1,-0.408955,0.01017,-0.0165,5.96574
-5.2,1.2,-0.414637,0.00981,-0.0154,5.99901
-5.2,1.5,-0.421254,0.0094,-0.0142,6.05638
-5.2,1.75,-0.426392,0.00917,-0.0136,6.11487
-5.2,2,-0.431116,0.00901,-0.0131,6.17006
-5.2,2.2,-0.434304,0.00886,-0.0128,6.20823
-5.2,2.5,-0.438223,0.00868,-0.0124,6.25807
-5,0.2,-0.415506,0.01807,-0.0192,6.62043
-5,0.25,-0.395466,0.01616,-0.0226,6.2194
-5,0.35,-0.38287,0.0139,-0.0234,5.72964
-5,0.45,-0.38457,0.01264,-0.0219,5.75422
-5,0.55,-0.381327,0.01186,-0.0204,5.78622
-5,0.65,-0.38231,0.01123,-0.019,5.80709
-5,0.8,-0.383641,0.01065,-0.0175,5.83598
-5,0.92,-0.386182,0.01027,-0.0166,5.87636
-5,0.95,-0.387017,0.01019,-0.0164,5.8795
-5,1,-0.388237,0.01007,-0.016,5.90519
-5,1.2,-0.393777,0.00973,-0.015,5.95351
-5,1.5,-0.400167,0.00936,-0.0139,6.02571
-5,1.75,-0.405083,0.00911,-0.0133,6.09491
-5,2,-0.409595,0.00892,-0.0129,6.16016
-5,2.2,-0.41264,0.0088,-0.0126,6.20473
-5,2.5,-0.416372,0.00864,-0.0123,6.26135
-4.8,0.2,-0.39251,0.01752,-0.0206,6.55494
-4.8,0.25,-0.373918,0.01576,-0.0231,6.12746
-4.8,0.35,-0.363011,0.01362,-0.0231,5.64969
-4.8,0.45,-0.36459,0.01242,-0.0214,5.69443
-4.8,0.55,-0.361253,0.01161,-0.0197,5.71655
-4.8,0.65,-0.362157,0.01109,-0.0185,5.74032
-4.8,0.8,-0.363387,0.01049,-0.017,5.76977
-4.8,0.92,-0.365778,0.01022,-0.0161,5.81502
-4.8,0.95,-0.366599,0.01014,-0.0159,5.81987
-4.8,1,-0.367724,0.01002,-0.0156,5.84869
-4.8,1.2,-0.37307,0.00966,-0.0146,5.91115
-4.8,1.5,-0.379184,0.00931,-0.0137,5.99721
-4.8,1.75,-0.383841,0.00906,-0.0131,6.07619
-4.8,2,-0.388109,0.00886,-0.0127,6.15055
-4.8,2.2,-0.390988,0.00873,-0.0125,6.20092
-4.8,2.5,-0.394512,0.00858,-0.0121,6.26367
-4.6,0.2,-0.369744,0.01699,-0.0218,6.48874
-4.6,0.25,-0.352682,0.01529,-0.0235,6.04068
-4.6,0.35,-0.343417,0.01334,-0.0227,5.57879
-4.6,0.45,-0.344808,0.01217,-0.0207,5.64074
-4.6,0.55,-0.341411,0.01144,-0.0191,5.65303
-4.6,0.65,-0.342228,0.01093,-0.0179,5.67925
-4.6,0.8,-0.343354,0.01041,-0.0164,5.70917
-4.6,0.92,-0.34558,0.0101,-0.0156,5.75875
-4.6,0.95,-0.346381,0.01004,-0.0154,5.76524
-4.6,1,-0.3474,0.00995,-0.0151,5.79678
-4.6,1.2,-0.352505,0.0096,-0.0143,5.87234
-4.6,1.5,-0.358296,0.00922,-0.0134,5.97114
-4.6,1.75,-0.362661,0.00901,-0.013,6.05889
-4.6,2,-0.366656,0.00881,-0.0126,6.14135
-4.6,2.2,-0.369349,0.00867,-0.0123,6.19689
-4.6,2.5,-0.372645,0.00852,-0.012,6.26505
-4.4,0.2,-0.347208,0.0165,-0.0222,6.42373
-4.4,0.25,-0.331738,0.0149,-0.0236,5.96056
-4.4,0.35,-0.324053,0.01304,-0.0221,5.51766
-4.4,0.45,-0.325202,0.01198,-0.0201,5.59376
-4.4,0.55,-0.321779,0.01132,-0.0185,5.59636
-4.4,0.65,-0.322501,0.0108,-0.0173,5.6245
-4.4,0.8,-0.323522,0.01034,-0.016,5.65474
-4.4,0.92,-0.325568,0.01002,-0.0152,5.70809
-4.4,0.95,-0.326343,0.00995,-0.015,5.71614
-4.4,1,-0.327249,0.00986,-0.0148,5.74995
-4.4,1.2,-0.332069,0.00955,-0.0141,5.83741
-4.4,1.5,-0.337494,0.00916,-0.0132,5.9477
-4.4,1.75,-0.34154,0.00894,-0.0128,6.04317
-4.4,2,-0.345234,0.00877,-0.0125,6.13266
-4.4,2.2,-0.347725,0.00863,-0.0122,6.1927
-4.4,2.5,-0.350774,0.00847,-0.0119,6.26553
-4.2,0.2,-0.324895,0.01602,-0.0226,6.36156
-4.2,0.25,-0.31106,0.01451,-0.0233,5.88838
-4.2,0.35,-0.304884,0.01281,-0.0215,5.46686
-4.2,0.45,-0.305748,0.01182,-0.0194,5.55399
-4.2,0.55,-0.302333,0.01114,-0.0179,5.54709
-4.2,0.65,-0.302954,0.01072,-0.0167,5.57659
-4.2,0.8,-0.303869,0.01022,-0.0155,5.60695
-4.2,0.92,-0.305723,0.00996,-0.0149,5.66344
-4.2,0.95,-0.306467,0.00989,-0.0147,5.67295
-4.2,1,-0.307252,0.00979,-0.0145,5.70859
-4.2,1.2,-0.311748,0.00945,-0.0138,5.80663
-4.2,1.5,-0.31677,0.00912,-0.0131,5.92708
-4.2,1.75,-0.32047,0.00888,-0.0126,6.02917
-4.2,2,-0.323841,0.0087,-0.0123,6.12457
-4.2,2.2,-0.326116,0.00859,-0.0121,6.18842
-4.2,2.5,-0.328904,0.00844,-0.0118,6.26517
-4,0.2,-0.302791,0.01559,-0.0229,6.30368
-4,0.25,-0.290619,0.01419,-0.023,5.8252
-4,0.35,-0.285874,0.01253,-0.0207,5.42674
-4,0.45,-0.286419,0.01161,-0.0187,5.52179
-4,0.55,-0.283044,0.01104,-0.0173,5.50566
-4,0.65,-0.283561,0.0106,-0.0162,5.53592
-4,0.8,-0.28437,0.01014,-0.0152,5.56618
-4,0.92,-0.286022,0.00986,-0.0146,5.62515
-4,0.95,-0.286731,0.0098,-0.0144,5.63601
-4,1,-0.287389,0.00971,-0.0142,5.67298
-4,1.2,-0.291526,0.0094,-0.0136,5.78024
-4,1.5,-0.296112,0.00905,-0.0129,5.90942
-4,1.75,-0.299446,0.00884,-0.0125,6.01698
-4,2,-0.302476,0.00866,-0.0122,6.11718
-4,2.2,-0.304522,0.00854,-0.012,6.18412
-4,2.5,-0.307036,0.00839,-0.0117,6.26402
-3.8,0.2,-0.28088,0.01513,-0.0228,6.25132
-3.8,0.25,-0.270381,0.01382,-0.0224,5.77183
-3.8,0.35,-0.267027,0.01232,-0.01995,5.40302
-3.8,0.45,-0.267189,0.01149,-0.0181,5.49742
-3.8,0.55,-0.263886,0.0109,-0.0168,5.47239
-3.8,0.65,-0.264348,0.010505,-0.0158,5.50664
-3.8,0.8,-0.265001,0.01006,-0.0148,5.53267
-3.8,0.92,-0.266444,0.00979,-0.0143,5.59346
-3.8,0.95,-0.267113,0.00974,-0.0141,5.60553
-3.8,1,-0.26764,0.00964,-0.0139,5.64338
-3.8,1.2,-0.271389,0.00934,-0.0134,5.75838
-3.8,1.5,-0.275511,0.009,-0.0127,5.89481
-3.8,1.75,-0.278461,0.00879,-0.0123,6.00671
-3.8,2,-0.281134,0.00863,-0.0121,6.11056
-3.8,2.2,-0.282943,0.0085,-0.0119,6.17988
-3.8,2.5,-0.285174,0.00834,-0.0116,6.26215
-3.6,0.2,-0.259141,0.0147,-0.0226,6.2055
-3.6,0.25,-0.250312,0.01348,-0.0218,5.72891
-3.6,0.35,-0.24818,0.01211,-0.0192,5.3793
-3.6,0.45,-0.248031,0.01131,-0.0175,5.48102
-3.6,0.55,-0.24483,0.0108,-0.0163,5.44748
-3.6,0.65,-0.245135,0.01041,-0.0154,5.47737
-3.6,0.8,-0.245736,0.00998,-0.0145,5.50661
-3.6,0.92,-0.246965,0.00973,-0.014,5.56851
